date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-06-26,2890.TW,39.150001525878906,-2.0,-1.63,32.71
2026-06-26,00679B.TWO,27.440000534057617,0.26,1.48,4.77
2026-06-26,00772B.TWO,34.2599983215332,0.06,0.97,3.03
2026-06-26,ALZ02.FUND,603.88,2.52,5.87,
2026-06-26,SHZB0.FUND,76.2,2.24,6.59,
