date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-05,2890.TW,39.54999923706055,-0.13,2.46,-0.97
2026-08-05,00679B.TWO,26.670000076293945,0.83,-1.33,-0.37
2026-08-05,00772B.TWO,33.400001525878906,0.66,-0.09,-0.42
2026-08-04,ALZ02.FUND,607.64,0.31,-2.17,
2026-08-04,SHZB0.FUND,75.92,0.36,-3.46,
