date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-24,2890.TW,38.95000076293945,-1.64,-1.64,-1.64
2026-08-24,00679B.TWO,25.829999923706055,-0.04,0.14,-2.91
2026-08-24,00772B.TWO,32.470001220703125,0.0,-0.22,-2.34
2026-08-21,ALZ02.FUND,647.78,1.37,4.0,
2026-08-21,SHZB0.FUND,81.23,-0.39,4.84,
