date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-03,2890.TW,40.04999923706055,-1.35,1.14,2.48
2026-08-03,00679B.TWO,26.420000076293945,-0.97,-1.75,-2.72
2026-08-03,00772B.TWO,33.13999938964844,-0.39,-0.75,-2.66
2026-07-31,ALZ02.FUND,609.08,-0.76,0.9,
2026-07-31,SHZB0.FUND,75.93,-1.07,-1.06,
