date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-07,2890.TW,38.95000076293945,0.65,-4.06,1.02
2026-08-07,00679B.TWO,26.40999984741211,-0.94,-1.01,-1.46
2026-08-07,00772B.TWO,33.15999984741211,-0.81,-0.33,-1.22
2026-08-06,ALZ02.FUND,615.1,0.08,0.22,
2026-08-06,SHZB0.FUND,77.0,-0.03,0.33,
