date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-14,2890.TW,40.54999923706055,1.5,4.11,6.36
2026-08-14,00679B.TWO,26.260000228881836,-0.34,-0.57,-2.56
2026-08-14,00772B.TWO,32.93000030517578,-0.24,-0.69,-2.08
2026-08-14,ALZ02.FUND,622.87,-0.84,-0.02,
2026-08-14,SHZB0.FUND,77.48,-1.45,0.04,
