date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-07-23,2890.TW,38.20000076293945,-0.8,0.57,0.32
2026-07-23,00679B.TWO,26.700000762939453,-0.45,-0.45,-2.45
2026-07-23,00772B.TWO,33.33000183105469,-0.48,-0.71,-2.25
2026-07-22,ALZ02.FUND,592.83,-0.67,-0.02,
2026-07-22,SHZB0.FUND,75.52,0.4,0.63,
