date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-09-08,2890.TW,43.45000076293945,2.0,4.7,11.27
2026-09-08,00679B.TWO,25.600000381469727,-0.08,0.04,-1.69
2026-09-08,00772B.TWO,32.119998931884766,-0.16,-0.46,-2.25
2026-09-08,ALZ02.FUND,620.06,-2.77,-2.07,
2026-09-07,SHZB0.FUND,79.89,0.04,1.06,
