date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-10,2890.TW,38.900001525878906,-0.13,-2.87,1.52
2026-08-10,00679B.TWO,26.489999771118164,0.3,0.26,-1.01
2026-08-10,00772B.TWO,33.220001220703125,0.18,0.24,-0.54
2026-08-07,ALZ02.FUND,623.02,1.29,2.29,
2026-08-07,SHZB0.FUND,77.45,0.58,2.0,
