date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-07-31,2890.TW,40.599998474121094,4.5,5.32,7.29
2026-07-31,00679B.TWO,26.68000030517578,0.64,0.11,-1.4
2026-07-31,00772B.TWO,33.27000045776367,0.73,0.12,-1.94
2026-07-31,ALZ02.FUND,609.08,-0.76,0.9,
2026-07-31,SHZB0.FUND,75.93,-1.07,-1.06,
