date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-04,2890.TW,39.599998474121094,-1.12,2.46,1.08
2026-08-04,00679B.TWO,26.450000762939453,0.11,-1.71,-2.15
2026-08-04,00772B.TWO,33.18000030517578,0.12,-0.45,-2.17
2026-08-03,ALZ02.FUND,605.78,-0.54,-0.25,
2026-08-03,SHZB0.FUND,75.65,-0.37,-1.87,
