date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-09-07,2890.TW,42.599998474121094,-0.58,3.65,9.51
2026-09-07,00679B.TWO,25.6200008392334,-0.62,-0.93,-2.25
2026-09-07,00772B.TWO,32.16999816894531,-0.68,-1.11,-2.74
2026-09-04,ALZ02.FUND,637.74,-1.27,0.28,
2026-09-04,SHZB0.FUND,79.86,-0.61,-0.21,
