date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-07-28,2890.TW,38.650001525878906,0.26,2.14,2.66
2026-07-28,00679B.TWO,26.90999984741211,0.07,0.3,-1.93
2026-07-28,00772B.TWO,33.33000183105469,-0.18,-0.57,-2.62
2026-07-27,ALZ02.FUND,607.29,0.61,2.92,
2026-07-27,SHZB0.FUND,77.09,0.46,1.65,
