date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-12,2890.TW,39.849998474121094,2.05,0.76,4.65
2026-08-12,00679B.TWO,26.389999389648438,0.27,-1.05,-1.35
2026-08-12,00772B.TWO,33.02000045776367,0.06,-1.14,-1.05
2026-08-11,ALZ02.FUND,630.37,-0.29,3.74,
2026-08-11,SHZB0.FUND,78.79,0.77,3.78,
