date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-08-19,2890.TW,39.400001525878906,-0.51,-1.13,2.32
2026-08-19,00679B.TWO,25.979999542236328,0.7,-1.55,-3.13
2026-08-19,00772B.TWO,32.36000061035156,0.53,-1.58,-2.96
2026-08-18,ALZ02.FUND,632.72,1.21,0.37,
2026-08-18,SHZB0.FUND,79.02,1.59,0.29,
