date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-09-04,2890.TW,42.849998474121094,0.59,7.66,10.01
2026-09-04,00679B.TWO,25.780000686645508,0.04,-0.27,-1.34
2026-09-04,00772B.TWO,32.38999938964844,0.09,-0.4,-1.9
2026-09-04,ALZ02.FUND,637.74,-1.27,0.28,
2026-09-04,SHZB0.FUND,79.86,-0.61,-0.21,
