date,ticker,price,chg_1d_pct,chg_1w_pct,chg_1m_pct
2026-06-12,2890.TW,34.150001525878906,2.71,4.43,13.08
2026-06-15,00679B.TWO,26.809999465942383,0.19,1.36,3.59
2026-06-15,00772B.TWO,34.0,0.29,1.22,2.72
2026-06-12,ALZ02.FUND,578.38,-0.28,0.32,
2026-06-12,SHZB0.FUND,73.0,0.34,0.14,
